"fy_ef","org_id","org_name","vote_and_statutory","description","authorities","expenditures" 
2018,128,"Department of Employment and Social Development","S","Canada Education Savings grant payments to Registered Educations Savings Plans (RESPs) trustees on behalf of RESP beneficiaries to encourage Canadians to save for post-secondary education for their children",910669269.00,910669269.00
2018,128,"Department of Employment and Social Development","S","Canada Learning Bond payments to Registered Education Savings Plan trustees on behalf of Registered Education Savings Plan beneficiaries to support access to post-secondary education for children from low-income families",166151473.00,166151473.00
2018,128,"Department of Employment and Social Development","S","Canada Student Grants to qualifying full and part-time students pursuant to the Canada Student Financial Assistance Act",1537830720.00,1537830720.00
2018,128,"Department of Employment and Social Development","S","Contributions to employee benefit plans",244368791.00,244368791.00
2018,128,"Department of Employment and Social Development","S","Guaranteed Income Supplement Payments (Old Age Security Act)",12404699571.00,12404699571.00
2018,128,"Department of Employment and Social Development","S","Old Age Security payments (Old Age Security Act)",40424123826.00,40424123826.00
2018,128,"Department of Employment and Social Development","S","Payments of compensation respecting government employees (Government Employees Compensation Act) and merchant seamen (Merchant Seamen Compensation Act)",31625283.00,31625283.00
2018,128,"Department of Employment and Social Development","S","Payments related to the direct financing arrangement under the Apprentice Loans Act",2635167.00,2635167.00
2018,128,"Department of Employment and Social Development","S","Payments related to the direct financing arrangement under the Canada Student Financial Assistance Act",964748868.00,964748868.00
2018,128,"Department of Employment and Social Development","S","Refunds of amounts credited to revenues in previous years",104453.00,104453.00
2018,128,"Department of Employment and Social Development","S","Salary and Motor Car Allowance",232570.00,232570.00
2018,128,"Department of Employment and Social Development","S","Spending of Revenues pursuant to subsection 5.2(2) of the Department of Employment and Social Development Act",2412592.00,2412592.00
2018,128,"Department of Employment and Social Development","S","Spending of proceeds from the disposal of surplus Crown assets",138074.00,85300.00
2018,128,"Department of Employment and Social Development","S","Spending pursuant to section 12(4) of the Canada Education Savings Act",2002286.00,1014942.00
2018,128,"Department of Employment and Social Development","S","The provision of funds for interest and other payments to lending institutions and liabilities under the Canada Student Financial Assistance Act",6003251.00,6003251.00
2018,128,"Department of Employment and Social Development","S","The provision of funds for liabilities including liabilities in the form of guaranteed loans under the Canada Student Loans Act",-2397308.00,-2397308.00
2018,128,"Department of Employment and Social Development","S","Universal Child Care Benefit (Universal Child Care Benefit Act)",4642173.00,4642173.00
2018,128,"Department of Employment and Social Development","S","Wage Earner Protection Program payments to eligible applicants owed wages and vacation pay, severance pay and termination pay from employers who are either bankrupt or in receivership as well as payments to trustees and receivers who will provide the necessary information to determine eligibility",64850095.00,64850095.00
2018,129,"Department of Crown-Indigenous Relations and Northern Affairs",1,"Operating/Program",1034469316.00,801731425.00
2018,129,"Department of Crown-Indigenous Relations and Northern Affairs",10,"Grants & Contributions",3957822186.00,3503233441.00
2018,129,"Department of Crown-Indigenous Relations and Northern Affairs",5,"Capital",25464612.00,17373082.00
2018,129,"Department of Crown-Indigenous Relations and Northern Affairs","S","Contributions to employee benefit plans",40645588.00,40645588.00
2018,129,"Department of Crown-Indigenous Relations and Northern Affairs","S","Court Awards",9084157.00,9084157.00
2018,129,"Department of Crown-Indigenous Relations and Northern Affairs","S","Grants to Aboriginal organizations designated to receive claim settlement payments pursuant to Comprehensive Land Settlement Acts",55908222.00,55908222.00
2018,129,"Department of Crown-Indigenous Relations and Northern Affairs","S","Indian Annuities Treaty payments",2099405.00,2099405.00
2018,129,"Department of Crown-Indigenous Relations and Northern Affairs","S","Payments to comprehensive claim beneficiaries in compensation for resource royalties",480209.00,480209.00
2018,129,"Department of Crown-Indigenous Relations and Northern Affairs","S","Refunds of amounts credited to revenues in previous years",112330.00,112330.00
2018,129,"Department of Crown-Indigenous Relations and Northern Affairs","S","Salary and Motor Car Allowance",86000.00,86000.00
2018,129,"Department of Crown-Indigenous Relations and Northern Affairs","S","Spending of proceeds from the disposal of surplus Crown assets",2372288.00,903446.00
2018,130,"Department of Industry",1,"Operating/Program",434879136.00,429858463.00
2018,130,"Department of Industry",10,"Grants & Contributions",2520600972.00,1679515444.00
2018,130,"Department of Industry",5,"Capital",8551968.00,7562323.00
2018,130,"Department of Industry","S","Canadian Intellectual Property Office Revolving Fund",150498345.00,16130992.00
2018,130,"Department of Industry","S","Contributions to employee benefit plans",54406229.00,54406229.00
2018,130,"Department of Industry","S","Contributions to the Canadian Institute for Advanced Research - Pan Canadian Artificial Intelligence",21000000.00,21000000.00
2018,130,"Department of Industry","S","Grant and Contribution to Genome Canada",20300000.00,20300000.00
2018,130,"Department of Industry","S","Liabilities under the Canada Small Business Financing Act",46227424.00,46227424.00
2018,130,"Department of Industry","S","Refunds of amounts credited to revenues in previous years",530621.00,530621.00
2018,130,"Department of Industry","S","Salary and Motor Car Allowance",268943.00,268943.00
2018,130,"Department of Industry","S","Spending of proceeds from the disposal of surplus Crown assets",405276.00,200632.00
2018,132,"Department of Justice",1,"Operating/Program",316908721.00,311018501.00
2018,132,"Department of Justice",5,"Grants & Contributions",408607296.00,400194750.00
2018,132,"Department of Justice","S","Contributions to employee benefit plans",77504436.00,77504436.00
2018,132,"Department of Justice","S","Salary and Motor Car Allowance",86000.00,86000.00
2018,132,"Department of Justice","S","Spending of proceeds from the disposal of surplus Crown assets",4092.00,3658.00
2018,133,"Department of National Defence",1,"Operating/Program",16071130527.00,15739904501.00
2018,133,"Department of National Defence",10,"Grants & Contributions",210302431.00,207705310.00
2018,133,"Department of National Defence",15,"Debt Forgiveness",15381.00,0.00
2018,133,"Department of National Defence",20,"Debt Forgiveness",174.00,0.00
2018,133,"Department of National Defence",5,"Capital",4211741312.00,4072188982.00
2018,133,"Department of National Defence","S","Contributions to employee benefit plans",282341896.00,282341896.00
2018,133,"Department of National Defence","S","Contributions to employee benefit plans (Members of the Military)",1283660471.00,1283660471.00
2018,133,"Department of National Defence","S","Losses on Foreign Exchange",4625455.00,4625455.00
2018,133,"Department of National Defence","S","Payments to dependants of certain members of the Royal Canadian Air Force killed while serving as instructors under British Commonwealth Air Training Plan (Appropriation Act No. 4, 1968)",25277.00,25277.00
2018,133,"Department of National Defence","S","Payments under Parts I-IV of the Defence Services Pension Continuation Act",278766.00,278766.00
2018,133,"Department of National Defence","S","Payments under the Supplementary Retirement Benefits Act",1302454.00,1302454.00
2018,133,"Department of National Defence","S","Salary and Motor Car Allowance",86000.00,86000.00
2018,133,"Department of National Defence","S","Spending of proceeds from the disposal of surplus Crown assets",40199109.00,23822800.00
2018,134,"Department of Natural Resources",1,"Operating/Program",592380665.00,582670709.00
2018,134,"Department of Natural Resources",10,"Grants & Contributions",437572999.00,333045920.00
2018,134,"Department of Natural Resources",5,"Capital",32071964.00,25287927.00
2018,134,"Department of Natural Resources","S","Contribution to the Canada/Newfoundland Offshore Petroleum Board",-1867263.00,-1867263.00
2018,134,"Department of Natural Resources","S","Contribution to the Canada/Nova Scotia Offshore Petroleum Board",-310873.00,-310873.00
2018,134,"Department of Natural Resources","S","Contributions to employee benefit plans",54213506.00,54213506.00
2018,134,"Department of Natural Resources","S","Geomatics Canada Revolving Fund",7630281.00,1457284.00
2018,134,"Department of Natural Resources","S","Payments of the Crown Share Adjustment for Nova Scotia Offshore Petroleum Resources",123050.00,123050.00
2018,134,"Department of Natural Resources","S","Payments to the Newfoundland Offshore Petroleum Resource Revenue Fund",334152233.00,334152233.00
2018,134,"Department of Natural Resources","S","Payments to the Nova Scotia Offshore Revenue Account",73950854.00,73950854.00
2018,134,"Department of Natural Resources","S","Salary and Motor Car Allowance",86000.00,86000.00
2018,134,"Department of Natural Resources","S","Spending of proceeds from the disposal of surplus Crown assets",251825.00,157630.00
2018,135,"Department of Public Safety and Emergency Preparedness",1,"Operating/Program",153817349.00,148481013.00
2018,135,"Department of Public Safety and Emergency Preparedness",5,"Grants & Contributions",985011367.00,564276802.00
2018,135,"Department of Public Safety and Emergency Preparedness","S","Contributions to employee benefit plans",14696055.00,14696055.00
2018,135,"Department of Public Safety and Emergency Preparedness","S","Salary and Motor Car Allowance",146570.00,146570.00
2018,135,"Department of Public Safety and Emergency Preparedness","S","Spending of proceeds from the disposal of surplus Crown assets",25250.00,
2018,136,"Department of Public Works and Government Services",1,"Operating/Program",2677702916.00,2539734203.00
2018,136,"Department of Public Works and Government Services",5,"Capital",1300638311.00,1220797156.00
2018,136,"Department of Public Works and Government Services","S","Contributions to employee benefit plans",125119236.00,125119236.00
2018,136,"Department of Public Works and Government Services","S","Defence Production Revolving Fund",100000000.00,
2018,136,"Department of Public Works and Government Services","S","Optional Services Revolving Fund",35190218.00,2118475.00
2018,136,"Department of Public Works and Government Services","S","Payment in lieu of taxes to municipalities and other taxing authorities",-3227257.00,-3227257.00
2018,136,"Department of Public Works and Government Services","S","Real Property Services Revolving Fund",216676342.00,2173315.00
2018,136,"Department of Public Works and Government Services","S","Salary and Motor Car Allowance",86000.00,86000.00
2018,136,"Department of Public Works and Government Services","S","Spending of proceeds from the disposal of surplus Crown assets",383418.00,194337.00
2018,136,"Department of Public Works and Government Services","S","Translation Bureau Revolving Fund",49359229.00,-7918831.00
2018,137,"Department of the Environment",1,"Operating/Program",837419975.00,819039469.00
2018,137,"Department of the Environment",10,"Grants & Contributions",640599746.00,402863651.00
2018,137,"Department of the Environment",5,"Capital",92041019.00,81320972.00
2018,137,"Department of the Environment","S","Contributions to employee benefit plans",88915538.00,88915538.00
2018,137,"Department of the Environment","S","Salary and Motor Car Allowance",86000.00,86000.00
2018,137,"Department of the Environment","S","Spending of proceeds from the disposal of surplus Crown assets",1898558.00,1129062.00
2018,138,"Department of Transport",1,"Operating/Program",759447683.00,712532606.00
2018,138,"Department of Transport",10,"Grants & Contributions",417523603.00,173226303.00
2018,138,"Department of Transport",15,"Grants & Contributions",45033446.00,10796528.00
2018,138,"Department of Transport",20,"Grants & Contributions",38322616.00,22733857.00
2018,138,"Department of Transport",5,"Capital",184365398.00,105621443.00
2018,138,"Department of Transport","S","Collection Agency Fees",64.00,64.00
2018,138,"Department of Transport","S","Contributions to employee benefit plans",75461164.00,75461164.00
2018,138,"Department of Transport","S","Northumberland Strait Crossing Subsidy Payment under the Northumberland Strait Crossing Act",66045713.00,66045713.00
2018,138,"Department of Transport","S","Payments in respect of St. Lawrence Seaway agreements under the Canada Marine Act",59117648.00,59117648.00
2018,138,"Department of Transport","S","Payments to the Canadian National Railway Company in respect of the termination of the collection of tolls on the Victoria Bridge, Montreal and for rehabilitation work on the portion of the bridge",3300000.00,3300000.00
2018,138,"Department of Transport","S","Refunds of amounts credited to revenues in previous years",9978.00,9978.00
2018,138,"Department of Transport","S","Salary and Motor Car Allowance",86000.00,86000.00
2018,138,"Department of Transport","S","Spending of proceeds from the disposal of surplus Crown assets",183955.00,
2018,139,"Department of Veterans Affairs",1,"Operating/Program",1070668762.00,1001640228.00
2018,139,"Department of Veterans Affairs",5,"Grants & Contributions",3692225001.00,3655818666.00
2018,139,"Department of Veterans Affairs","S","Contributions to employee benefit plans",32862854.00,32862854.00
2018,139,"Department of Veterans Affairs","S","Court Awards",10890.00,10890.00
2018,139,"Department of Veterans Affairs","S","Losses on Foreign Exchange",2028.00,2028.00
2018,139,"Department of Veterans Affairs","S","Refunds of amounts credited to revenues in previous years",1859.00,1859.00
2018,139,"Department of Veterans Affairs","S","Returned Soldiers Insurance Actuarial Liability Adjustment",772.00,772.00
2018,139,"Department of Veterans Affairs","S","Salary and Motor Car Allowance",74738.00,74738.00
2018,139,"Department of Veterans Affairs","S","Spending of proceeds from the disposal of surplus Crown assets",5255.00,5255.00
2018,139,"Department of Veterans Affairs","S","Veterans Insurance Actuarial Liability Adjustment",45663.00,45663.00
2018,140,"Department of Western Economic Diversification",1,"Operating/Program",40027059.00,38829622.00
2018,140,"Department of Western Economic Diversification",5,"Grants & Contributions",199763274.00,199727274.00
2018,140,"Department of Western Economic Diversification","S","Contributions to employee benefit plans",3798669.00,3798669.00
2018,140,"Department of Western Economic Diversification","S","Spending of proceeds from the disposal of surplus Crown assets",11976.00,11976.00
2018,141,"Economic Development Agency of Canada for the Regions of Quebec",1,"Operating/Program",40537690.00,39007280.00
2018,141,"Economic Development Agency of Canada for the Regions of Quebec",5,"Grants & Contributions",251866463.00,249854840.00
2018,141,"Economic Development Agency of Canada for the Regions of Quebec","S","Contributions to employee benefit plans",4274724.00,4274724.00
2018,141,"Economic Development Agency of Canada for the Regions of Quebec","S","Spending of proceeds from the disposal of surplus Crown assets",248.00,
2018,146,"Export Development Canada (Canada Account)","S","Administrative fees",7409042.00,7409042.00
2018,146,"Export Development Canada (Canada Account)","S","Payments of concessional loans to facilitate and develop trade between Canada and foreign countries",1627722.00,1627722.00
2018,148,"The Federal Bridge Corporation Limited",1,"Payments to Crown Corps",3472857.00,3463982.00
2018,150,"Federal Economic Development Agency for Southern Ontario",1,"Operating/Program",27666312.00,26594603.00
2018,150,"Federal Economic Development Agency for Southern Ontario",5,"Grants & Contributions",212008650.00,207203869.00
2018,150,"Federal Economic Development Agency for Southern Ontario","S","Contributions to employee benefit plans",2907326.00,2907326.00
2018,150,"Federal Economic Development Agency for Southern Ontario","S","Spending of proceeds from the disposal of surplus Crown assets",20655.00,
2018,151,"Financial Consumer Agency of Canada","S","Payments under section 13 of the Financial Consumer Agency of Canada Act",25543637.00,25543637.00
2018,151,"Financial Consumer Agency of Canada","S","Spending of proceeds from the disposal of surplus Crown assets",892.00,892.00
2018,152,"Financial Transactions and Reports Analysis Centre of Canada",1,"Operating/Program",49663040.00,46465334.00
2018,152,"Financial Transactions and Reports Analysis Centre of Canada","S","Contributions to employee benefit plans",4925954.00,4925954.00
2018,152,"Financial Transactions and Reports Analysis Centre of Canada","S","Spending of proceeds from the disposal of surplus Crown assets",368.00,
2018,174,"Immigration and Refugee Board",1,"Operating/Program",157714983.00,142999378.00
2018,174,"Immigration and Refugee Board","S","Contributions to employee benefit plans",15358289.00,15358289.00
2018,174,"Immigration and Refugee Board","S","Spending of proceeds from the disposal of surplus Crown assets",968.00,968.00
2018,186,"International Development Research Centre",1,"Payments to Crown Corps",140366150.00,140366150.00
2018,189,"International Joint Commission (Canadian Section)",1,"Operating/Program",12754437.00,8008046.00
2018,189,"International Joint Commission (Canadian Section)","S","Contributions to employee benefit plans",494559.00,494559.00
2018,194,"The Jacques-Cartier and Champlain Bridges Inc.",1,"Payments to Crown Corps",355284000.00,166797775.00
2018,199,"Library and Archives of Canada",1,"Operating/Program",111705671.00,104479787.00
2018,199,"Library and Archives of Canada",5,"Capital",12827066.00,9216503.00
2018,199,"Library and Archives of Canada","S","Contributions to employee benefit plans",10905337.00,10905337.00
2018,199,"Library and Archives of Canada","S","Refunds of amounts credited to revenues in previous years",17401.00,17401.00
2018,199,"Library and Archives of Canada","S","Spending of proceeds from the disposal of surplus Crown assets",14682.00,11136.00
2018,200,"Library of Parliament",1,"Operating/Program",43409962.00,42881490.00
2018,200,"Library of Parliament","S","Contributions to employee benefit plans",4647901.00,4647901.00
2018,202,"Marine Atlantic Inc.",1,"Payments to Crown Corps",151104000.00,125945000.00
2018,209,"Military Grievances External Review Committee",1,"Operating/Program",6547882.00,5709819.00
2018,209,"Military Grievances External Review Committee","S","Canadian Regulatory Authority (Budget Implementation Act, 2009)",214.00,214.00
2018,209,"Military Grievances External Review Committee","S","Contributions to employee benefit plans",599856.00,599856.00
2018,210,"Military Police Complaints Commission",1,"Operating/Program",4585790.00,4373110.00
2018,210,"Military Police Complaints Commission","S","Contributions to employee benefit plans",402395.00,402395.00
2018,210,"Military Police Complaints Commission","S","Spending of proceeds from the disposal of surplus Crown assets",115.00,
2018,217,"National Arts Centre Corporation",1,"Payments to Crown Corps",35439021.00,35439021.00
2018,218,"The National Battlefields Commission",1,"Operating/Program",7849830.00,7772346.00
2018,218,"The National Battlefields Commission","S","Contributions to employee benefit plans",519194.00,519194.00
2018,218,"The National Battlefields Commission","S","Expenditures pursuant to Paragraph 29.1(1) of Financial Administration Act",2567177.00,2567177.00
2018,219,"National Capital Commission",1,"Payments to Crown Corps",72193016.00,72193016.00
2018,219,"National Capital Commission",5,"Payments to Crown Corps",40311524.00,37295000.00
2018,221,"Canadian Energy Regulator",1,"Operating/Program",91398657.00,84475487.98
2018,221,"Canadian Energy Regulator","S","Contributions to employee benefit plans",8920479.00,8920479.00
2018,221,"Canadian Energy Regulator","S","Payment pursuant to section 24(1) of the Financial Administration Act",14710000.00,14710000.00
2018,221,"Canadian Energy Regulator","S","Spending of proceeds from the disposal of surplus Crown assets",10687.00,
2018,223,"National Film Board",1,"Operating/Program",78775700.00,70931356.00
2018,223,"National Film Board","S","National Film Board Revolving Fund",5207716.00,-435358.00
2018,223,"National Film Board","S","Refunds of amounts credited to revenues in previous years",14136.00,14136.00
2018,224,"National Gallery of Canada",1,"Payments to Crown Corps",43461041.00,43461041.00
2018,224,"National Gallery of Canada",5,"Payments to Crown Corps",8000000.00,8000000.00
2018,226,"National Museum of Science and Technology",1,"Payments to Crown Corps",30242918.00,30242918.00
2018,227,"Parole Board of Canada",1,"Operating/Program",45688708.00,44054015.00
2018,227,"Parole Board of Canada","S","Contributions to employee benefit plans",5696469.00,5696469.00
2018,227,"Parole Board of Canada","S","Refunds of amounts credited to revenues in previous years",3786.00,3786.00
2018,227,"Parole Board of Canada","S","Spending of proceeds from the disposal of surplus Crown assets",13621.00,
2018,228,"National Research Council of Canada",1,"Operating/Program",461017824.00,452547281.00
2018,228,"National Research Council of Canada",10,"Grants & Contributions",517707743.00,389217995.00
2018,228,"National Research Council of Canada",5,"Capital",81657303.00,61711448.00
2018,228,"National Research Council of Canada","S","Collection Agency Fees",766.00,766.00
2018,228,"National Research Council of Canada","S","Contributions to employee benefit plans",59717184.00,59717184.00
2018,228,"National Research Council of Canada","S","Spending of proceeds from the disposal of surplus Crown assets",718354.00,194865.00
2018,228,"National Research Council of Canada","S","Spending of revenues pursuant to paragraph 5(1)(e) of the National Research Council Act",325009078.00,181814313.00
2018,230,"Natural Sciences and Engineering Research Council",1,"Operating/Program",51310318.00,50432763.00
2018,230,"Natural Sciences and Engineering Research Council",5,"Grants & Contributions",1277816621.00,1273974634.00
2018,230,"Natural Sciences and Engineering Research Council","S","Contributions to employee benefit plans",5567563.00,5567563.00
2018,230,"Natural Sciences and Engineering Research Council","S","Spending of Revenues pursuant to subsection 4.2 of the Natural Sciences and Engineering Research Council Act",174441.00,174441.00
2018,230,"Natural Sciences and Engineering Research Council","S","Spending of proceeds from the disposal of surplus Crown assets",504.00,504.00
2018,235,"Northern Pipeline Agency",1,"Operating/Program",465000.00,226882.00
2018,235,"Northern Pipeline Agency","S","Contributions to employee benefit plans",3599.00,3599.00
2018,237,"Office of Infrastructure of Canada",1,"Operating/Program",135577405.00,85726632.00
2018,237,"Office of Infrastructure of Canada",10,"Grants & Contributions",3367804319.00,3279177078.00
2018,237,"Office of Infrastructure of Canada",5,"Capital",1026670486.00,111652770.00
2018,237,"Office of Infrastructure of Canada","S","Contributions related to the Canada Community-Building Fund (Keeping Canada's Economy and Jobs Growing Act)",2170596375.00,2170596375.00
2018,237,"Office of Infrastructure of Canada","S","Contributions to employee benefit plans",7012877.00,7012877.00
2018,237,"Office of Infrastructure of Canada","S","Salary and Motor Car Allowance",86000.00,86000.00
2018,238,"Office of the Auditor General",1,"Operating/Program",83450221.00,79098121.00
2018,238,"Office of the Auditor General","S","Contributions to employee benefit plans",8903407.00,8903407.00
2018,238,"Office of the Auditor General","S","Spending of proceeds from the disposal of surplus Crown assets",1012.00,338.00
2018,239,"Office of the Chief Electoral Officer",1,"Operating/Program",33820175.00,32244015.00
2018,239,"Office of the Chief Electoral Officer","S","Collection Agency Fees",631.00,631.00
2018,239,"Office of the Chief Electoral Officer","S","Contributions to employee benefit plans",8474698.00,8474698.00
2018,239,"Office of the Chief Electoral Officer","S","Electoral expenditures",142653341.00,142653341.00
2018,239,"Office of the Chief Electoral Officer","S","Salary of the Chief Electoral Officer",362427.00,362427.00
2018,239,"Office of the Chief Electoral Officer","S","Spending of proceeds from the disposal of surplus Crown assets",13361.00,13361.00
2018,240,"Office of the Commissioner for Federal Judicial Affairs",1,"Operating/Program",9739992.00,8738067.00
2018,240,"Office of the Commissioner for Federal Judicial Affairs",5,"Operating/Program",4304302.00,2917878.00
2018,240,"Office of the Commissioner for Federal Judicial Affairs","S","Contributions to employee benefit plans",869421.00,869421.00
2018,240,"Office of the Commissioner for Federal Judicial Affairs","S","Judges' salaries, allowances and annuities, annuities to spouses and children of judges and lump sum payments to spouses of judges who die while in office",582951203.00,582951203.00
2018,241,"Office of the Commissioner of Lobbying",1,"Operating/Program",5840315.00,4930738.00
2018,241,"Office of the Commissioner of Lobbying","S","Contributions to employee benefit plans",378876.00,378876.00
2018,241,"Office of the Commissioner of Lobbying","S","Spending of proceeds from the disposal of surplus Crown assets",28.00,
2018,242,"Office of the Commissioner of Official Languages",1,"Operating/Program",20511019.00,19745847.00
2018,242,"Office of the Commissioner of Official Languages","S","Contributions to employee benefit plans",2152246.00,2152246.00
2018,242,"Office of the Commissioner of Official Languages","S","Spending of proceeds from the disposal of surplus Crown assets",4427.00,4427.00
2018,244,"Office of the Intelligence Commissioner",1,"Operating/Program",2103870.00,1955931.00
2018,244,"Office of the Intelligence Commissioner","S","Contributions to employee benefit plans",167465.00,167465.00
2018,245,"Office of the Conflict of Interest and Ethics Commissioner",1,"Operating/Program",6134141.00,5826882.00
2018,245,"Office of the Conflict of Interest and Ethics Commissioner","S","Contributions to employee benefit plans",690883.00,690883.00
2018,246,"Department for Women and Gender Equality",1,"Operating/Program",41613897.00,40035775.00
2018,246,"Department for Women and Gender Equality",5,"Grants & Contributions",29280000.00,29273977.00
2018,246,"Department for Women and Gender Equality","S","Contributions to employee benefit plans",2750614.00,2750614.00
2018,246,"Department for Women and Gender Equality","S","Salary and Motor Car Allowance",86000.00,86000.00
2018,246,"Department for Women and Gender Equality","S","Spending of proceeds from the disposal of surplus Crown assets",182.00,
2018,247,"Office of the Correctional Investigator of Canada",1,"Operating/Program",5004000.00,4696613.00
2018,247,"Office of the Correctional Investigator of Canada","S","Contributions to employee benefit plans",504674.00,504674.00
2018,248,"Office of the Director of Public Prosecutions",1,"Operating/Program",181012877.00,176498896.00
2018,248,"Office of the Director of Public Prosecutions","S","Contributions to employee benefit plans",17343967.00,17343967.00
2018,248,"Office of the Director of Public Prosecutions","S","Electoral expenditures",2925462.00,2925462.00
2018,249,"Office of the Governor General's Secretary",1,"Operating/Program",20954024.00,20277093.00
2018,249,"Office of the Governor General's Secretary","S","Annuities payable under the Governor General's Act",731662.00,731662.00
2018,249,"Office of the Governor General's Secretary","S","Contributions to employee benefit plans",1872747.00,1872747.00
2018,249,"Office of the Governor General's Secretary","S","Salary of the Governor General",295600.00,295600.00
2018,250,"Office of the Public Sector Integrity Commissioner",1,"Operating/Program",5382010.00,5202328.00
2018,250,"Office of the Public Sector Integrity Commissioner","S","Contributions to employee benefit plans",418784.00,418784.00
2018,251,"Office of the Senate Ethics Officer",1,"Operating/Program",1264777.00,1045612.00
2018,251,"Office of the Senate Ethics Officer","S","Contributions to employee benefit plans",95667.00,95667.00
2018,253,"Office of the Superintendent of Financial Institutions",1,"Operating/Program",1310733.00,1310733.00
2018,253,"Office of the Superintendent of Financial Institutions","S","Spending of proceeds from the disposal of surplus Crown assets",1838.00,1838.00
2018,253,"Office of the Superintendent of Financial Institutions","S","Spending of revenues pursuant to subsection 17(2) of the Office of the Superintendent of Financial Institutions Act",234274348.00,166970647.00
2018,256,"Offices of the Information and Privacy Commissioners of Canada",1,"Operating/Program",13723662.00,13317275.00
2018,256,"Offices of the Information and Privacy Commissioners of Canada",5,"Operating/Program",23981227.00,22987956.00
2018,256,"Offices of the Information and Privacy Commissioners of Canada","S","Contributions to employee benefit plans",3433561.00,3433561.00
2018,256,"Offices of the Information and Privacy Commissioners of Canada","S","Spending of proceeds from the disposal of surplus Crown assets",63.00,
2018,263,"Parks Canada Agency",1,"Operating/Program",1678279963.00,1182151723.00
2018,263,"Parks Canada Agency",5,"Other",44007000.00,44007000.00
2018,263,"Parks Canada Agency","S","Contributions to employee benefit plans",63337755.00,63337755.00
2018,263,"Parks Canada Agency","S","Expenditures equivalent to revenues resulting from the conduct of operations pursuant to section 20 of the Parks Canada Agency Act",196038118.00,170827686.00
2018,266,"Patented Medicine Prices Review Board",1,"Operating/Program",14222086.00,9375135.00
2018,266,"Patented Medicine Prices Review Board","S","Contributions to employee benefit plans",921566.00,921566.00
2018,266,"Patented Medicine Prices Review Board","S","Spending of proceeds from the disposal of surplus Crown assets",1634.00,1634.00
2018,278,"Privy Council Office",1,"Operating/Program",217382193.00,197679186.00
2018,278,"Privy Council Office","S","Contributions to employee benefit plans",16207359.00,16207359.00
2018,278,"Privy Council Office","S","Salary and Motor Car Allowance",384740.00,384740.00
2018,278,"Privy Council Office","S","Spending of proceeds from the disposal of surplus Crown assets",19951.00,5980.00
2018,280,"Public Health Agency of Canada",1,"Operating/Program",347615688.00,336532129.00
2018,280,"Public Health Agency of Canada",10,"Grants & Contributions",302163580.00,292400866.00
2018,280,"Public Health Agency of Canada",5,"Capital",9625839.00,8221372.00
2018,280,"Public Health Agency of Canada","S","Contributions to employee benefit plans",27257420.00,27257420.00
2018,280,"Public Health Agency of Canada","S","Spending of proceeds from the disposal of surplus Crown assets",124869.00,73310.00
2018,280,"Public Health Agency of Canada","S","Spending of revenues from other departments for which the Minister is responsible, pursuant to subsection 4.2(4) of the Department of Health Act",10866894.00,10866894.00
2018,282,"Public Service Commission",1,"Operating/Program",79445140.00,76525058.00
2018,282,"Public Service Commission","S","Contributions to employee benefit plans",10026919.00,10026919.00
2018,282,"Public Service Commission","S","Refunds of amounts credited to revenues in previous years",13044.00,13044.00
2018,282,"Public Service Commission","S","Spending of proceeds from the disposal of surplus Crown assets",611.00,611.00
2018,288,"Registrar of the Supreme Court of Canada",1,"Operating/Program",28118572.00,26575604.00
2018,288,"Registrar of the Supreme Court of Canada","S","Contributions to employee benefit plans",2822238.00,2822238.00
2018,288,"Registrar of the Supreme Court of Canada","S","Judges' salaries, allowances and annuities, annuities to spouses and children of judges and lump sum payments to spouses of judges who die while in office",8350383.00,8350383.00
2018,288,"Registrar of the Supreme Court of Canada","S","Spending of proceeds from the disposal of surplus Crown assets",11775.00,
2018,295,"Royal Canadian Mounted Police",1,"Operating/Program",2951323581.00,2744244523.00
2018,295,"Royal Canadian Mounted Police",10,"Grants & Contributions",302073483.00,290828573.00
2018,295,"Royal Canadian Mounted Police",5,"Capital",374051380.00,291562306.00
2018,295,"Royal Canadian Mounted Police","S","Contributions to employee benefit plans",78631194.00,78631194.00
2018,295,"Royal Canadian Mounted Police","S","Pensions and other employee benefits - Members of the Force",350243649.00,350243649.00
2018,295,"Royal Canadian Mounted Police","S","Pensions under the Royal Canadian Mounted Police Pension Continuation Act",6856117.00,6856117.00
2018,295,"Royal Canadian Mounted Police","S","Refunds of amounts credited to revenues in previous years",1357258.00,1357258.00
2018,295,"Royal Canadian Mounted Police","S","Spending of proceeds from the disposal of surplus Crown assets",30330274.00,25504808.00
2018,296,"Royal Canadian Mounted Police External Review Committee",1,"Operating/Program",3195355.00,2117840.00
2018,296,"Royal Canadian Mounted Police External Review Committee","S","Contributions to employee benefit plans",193367.00,193367.00
2018,297,"Civilian Review and Complaints Commission for the Royal Canadian Mounted Police",1,"Operating/Program",10303220.00,9010004.00
2018,297,"Civilian Review and Complaints Commission for the Royal Canadian Mounted Police","S","Contributions to employee benefit plans",875325.00,875325.00
2018,302,"National Security and Intelligence Review Agency Secretariat",1,"Operating/Program",4958824.00,4635457.00
2018,302,"National Security and Intelligence Review Agency Secretariat","S","Contributions to employee benefit plans",357096.00,357096.00
2018,302,"National Security and Intelligence Review Agency Secretariat","S","Spending of proceeds from the disposal of surplus Crown assets",496.00,
